,Center Name,Center ID,District,District ID,PIN Code,State,Paid/Free,Minimum Age,Vaccine,Dose Capacity,Predicted Time Range,25-May,26-May,27-May,28-May,29-May,30-May,31-May,01-Jun,02-Jun,03-Jun,04-Jun,05-Jun,06-Jun,07-Jun,08-Jun,09-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,01-Jul,02-Jul,03-Jul,04-Jul,05-Jul,06-Jul,07-Jul,08-Jul,09-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,01-Aug,02-Aug,03-Aug,04-Aug,05-Aug,06-Aug,07-Aug,08-Aug,09-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170
7442,ABHIBHAVAK SPECIAL B (18-44),724869,Kanpur Nagar,664,208001,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,19:33,18:00,18:57,18:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7443,MAHILA SPECIAL KNP 01 (18-44),731741,Kanpur Nagar,664,208027,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,06-Jun 14-20,07-Jun 19-20,08-Jun 19-38,09-Jun 18-31,10-Jun 20-21,11-Jun 19-49,,,14-Jun 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7444,MAHILA SPECIAL KNP 01 (18-44),731547,Kanpur Nagar,664,208001,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,06-Jun 14-20,07-Jun 19-20,08-Jun 19-03,09-Jun 18-27,10-Jun 20-12,11-Jun 19-49,,14-Jun 11-05,14-Jun 20-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7445,PCVC VEDANTA HOSPITAL,606808,Kanpur Nagar,664,208002,Uttar Pradesh,Paid,18,COVAXIN,200,,,,,,,,,,,,,,,,,08-Jun 15-00,10-Jun 12-59,11-Jun 12-17,12-Jun 13-08,13-Jun 11-33,14-Jun 12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7446,CVC DTC GUJAINI CX 18-44 2DOSE,739147,Kanpur Nagar,664,208022,Uttar Pradesh,Free,18,COVAXIN,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7447,PCVC APOLLO SPECTRA HOSPITAL,606595,Kanpur Nagar,664,208001,Uttar Pradesh,Paid,18,COVISHIELD,200,,,,,,,,,,,,,,,,,,,,12-Jun 10-14,,14-Jun 09-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7448,CVC.SARASWATI.VID.MAN.18-44CV1,742323,Kanpur Nagar,664,208015,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,,,,,,,,,,,,,,13-Jun 12-11,14-Jun 18-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7449,CVC.SARASWATI.VID.MAN.18-44CV2,742325,Kanpur Nagar,664,208015,Uttar Pradesh,Free,18,COVISHIELD,400,,,,,,,,,,,,,,,,,,,,,,13-Jun 12-11,14-Jun 18-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450,PCVC EYE Q VISION PVT LTD,606527,Kanpur Nagar,664,209206,Uttar Pradesh,Paid,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,14-Jun 12-33,14-Jun 12-33,14-Jun 12-40,14-Jun 12-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7451,CVC UPHC GANDHIGRAM CX 18-44,744137,Kanpur Nagar,664,208007,Uttar Pradesh,Free,18,COVAXIN,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7452,CVC UPHC RAMBAGH CX 18-44,744144,Kanpur Nagar,664,208002,Uttar Pradesh,Free,18,COVAXIN,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7453,CVC AIRFORCE STATION CHAKERI,627454,Kanpur Nagar,664,208008,Uttar Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7454,Ekana Stadium 18 To 44 Site-1,720720,Lucknow,670,226010,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,,,,,,,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,,,13-Jun 10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7455,NK Road UCHC LUCKNOW 18 To 44,702278,Lucknow,670,226001,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:37,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,Ekana Stadium 18 To 44 Site-8,720738,Lucknow,670,226010,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,10:11,Prev,Prev,Prev,Prev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7457,KD Singh BabuStadium 18 Site 3,720759,Lucknow,670,226001,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,10:21,Prev,Prev,Prev,Prev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458,UPHC Jankipuram 18 To 44,702293,Lucknow,670,226021,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,06-Jun 10-17,06-Jun 10-17,06-Jun 10-17,06-Jun 10-17,06-Jun 10-17,06-Jun 10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7459,Govt. Jubliee Hostel 18 T0 44,702281,Lucknow,670,226003,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:42,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7460,Sahara Hospital Lucknow,562862,Lucknow,670,226010,Uttar Pradesh,Paid,18,COVISHIELD,600,,,,,,09:46,15:43,15:57,21:12,Prev,Prev,Prev,21:33,09:48,16:10,12:01,11:50,05:39,06-Jun 10-49,06-Jun 10-28,,09-Jun 16-27,09-Jun 16-27,10-Jun 05-20,11-Jun 04-31,12-Jun 08-02,13-Jun 06-35,,,16-Jun 17-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7461,Indira Nagar UCHC 18 To 44,702262,Lucknow,670,226016,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,10:11,Prev,Prev,,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462,PHC KATHWARA LUCKNOW 18 T0 44,713348,Lucknow,670,226201,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,10:27,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7463,Eidgah Aishbagh Lko 18 To 44,697286,Lucknow,670,226004,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:37,Prev,Prev,Prev,Prev,Prev,,,,,,,,,13-Jun 10-30,13-Jun 10-30,13-Jun 10-30,13-Jun 10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7464,UPHC Telibagh Lucknow 18 To 44,702313,Lucknow,670,226025,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,06-Jun 10-12,06-Jun 10-12,06-Jun 10-12,06-Jun 10-12,06-Jun 10-12,06-Jun 10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7465,Nagram CHC LUCKNOW 18 To 44,702274,Lucknow,670,226303,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:32,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7466,Ekana Stadium 18 To 44 Site-2,720723,Lucknow,670,226010,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,,,10:11,Prev,Prev,,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,,13-Jun 10-51,13-Jun 10-51,13-Jun 10-51,13-Jun 10-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7467,Regency Hospital,567122,Lucknow,670,226022,Uttar Pradesh,Paid,18,COVAXIN,100,,,,,13:08,,,,13:07,13:05,18:21,12:01,12:03,,,07-Jun 17-40,08-Jun 11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7468,Chota Imambara 18 To 44 Site-2,720764,Lucknow,670,226003,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,10:11,Prev,Prev,Prev,Prev,,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,,13-Jun 10-24,13-Jun 10-24,13-Jun 10-24,13-Jun 10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7469,SAHARA HOSPITAL LKO,567329,Lucknow,670,226028,Uttar Pradesh,Paid,18,COVISHIELD,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470,SGPGI Lucknow 18 To 44,692531,Lucknow,670,226008,Uttar Pradesh,Free,18,COVISHIELD,400,,,,,,,,,10:27,Prev,Prev,Prev,Prev,,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7471,Chota Imambara 18 To 44 Site-1,720766,Lucknow,670,226003,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,10:11,Prev,Prev,Prev,Prev,,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,06-Jun 10-44,,,13-Jun 10-24,13-Jun 10-24,13-Jun 10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472,Turiyaganj UCHC Lko 18 To 44,702282,Lucknow,670,226003,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:37,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,,,13-Jun 11-07,13-Jun 11-07,13-Jun 11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473,Itaunja CHC Lucknow 18 To 44,702268,Lucknow,670,226203,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:32,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,,13-Jun 10-40,13-Jun 10-40,13-Jun 10-40,13-Jun 10-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7474,Ekana Stadium 18 To 44 Site-6,720734,Lucknow,670,226010,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,,10:11,Prev,Prev,Prev,Prev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475,Nari Shiksha Niketan 18 To 44,702279,Lucknow,670,226001,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:42,Prev,Prev,Prev,Prev,Prev,,,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476,VABMC Hospital LKO 18 To 44,692545,Lucknow,670,226018,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,10:21,10:27,Prev,Prev,Prev,Prev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7477,Apollomedics Hospital,601701,Lucknow,670,226012,Uttar Pradesh,Paid,18,COVISHIELD,2800,,,17:19,,,16:48,16:43,22:08,21:25,17:33,14:25,16:29,19:12,19:22,Prev,19:33,05-Jun 18-11,05-Jun 18-11,05-Jun 18-11,06-Jun 05-30,07-Jun 05-42,08-Jun 05-47,09-Jun 04-57,10-Jun 05-20,11-Jun 04-31,12-Jun 08-02,13-Jun 06-35,16-Jun 17-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478,PHC KASMANDI KALA LKO 18 T0 44,713329,Lucknow,670,226103,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,10:37,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-49,06-Jun 10-49,06-Jun 10-49,06-Jun 10-49,06-Jun 10-49,06-Jun 10-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7479,PHC KATARA BAKKASH 18 T0 44,713342,Lucknow,670,226501,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,10:32,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-28,06-Jun 10-28,06-Jun 10-28,06-Jun 10-28,06-Jun 10-28,06-Jun 10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7480,Bakshi Ka Talab CHC 18 To 44,697282,Lucknow,670,226201,Uttar Pradesh,Free,18,COVISHIELD,200,,,,,,,,10:27,Prev,Prev,Prev,Prev,Prev,,,,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,,13-Jun 10-35,13-Jun 10-35,13-Jun 10-35,13-Jun 10-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481,PHC KUJAULI Lucknow 18 To 44,713317,Lucknow,670,226301,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,10:37,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7482,VJBMC Hazratganj LKO 18 To 44,692540,Lucknow,670,226001,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,10:27,Prev,Prev,Prev,Prev,Prev,,,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,06-Jun 10-23,,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7483,PHC BAJARGAUN LUCKNOW 18 T0 44,713352,Lucknow,670,226104,Uttar Pradesh,Free,18,COVISHIELD,100,,,,,,,,10:37,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,06-Jun 10-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7484,Kakori CHC 18 To 44,692813,Lucknow,670,226101,Uttar Pradesh,Free,18,COVISHIELD,300,,,,,,,,10:42,Prev,Prev,10:48,Prev,Prev,,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,06-Jun 10-33,,,13-Jun 10-46,13-Jun 10-46,13-Jun 10-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485,RLB Combined Hosp Lko 18 To 44,692549,Lucknow,670,226003,Uttar Pradesh,Free,18,COVISHIELD,400,,,,,,,,10:32,Prev,Prev,Prev,Prev,Prev,,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,06-Jun 10-59,,13-Jun 20-29,13-Jun 20-29,13-Jun 20-29,13-Jun 20-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
