,Center Name,District,District ID
23285,PHC BUJHRAKH HWC,Banda,635
23286,PHC DEWRAR,Banda,635
23287,PHC FATEHGANJ 1,Banda,635
23288,PHC HATHAUDA,Banda,635
23289,PHC KALINGER,Banda,635
23290,PHC KARTAL,Banda,635
23291,PHC KUSMA,Banda,635
23292,PHC LAMA,Banda,635
23293,PHC MADANPUR 1,Banda,635
23294,PHC MAHUWA 01,Banda,635
23295,PHC MATAUNDH,Banda,635
23296,PHC MUNGUS HWC,Banda,635
23297,PHC NANDWARA,Banda,635
23298,PHC PAILANI 1,Banda,635
23299,PHC PARSAUDHA,Banda,635
23300,PHC SADHA,Banda,635
23301,PHC SEMRI HWC,Banda,635
23302,PHC TINDWARI 1,Banda,635
23303,PHC. MAJHIWAN,Banda,635
23304,PIPERIKHERWA,Banda,635
23305,RISAURA,Banda,635
23306,TERA B,Banda,635
23307,CHC FATEHPUR 1,Barabanki,636
23308,CHC JAHAGIRABAD,Barabanki,636
23309,HWC SARAIMEER,Barabanki,636
23310,HWC SARAIPARSANDA,Barabanki,636
23311,HWC UJARWARA,Barabanki,636
23312,JATABARAULI 1,Barabanki,636
23313,KASHBA KOTHI,Barabanki,636
23314,PHC RASULI,Barabanki,636
23315,PHC TRILOKPUR,Barabanki,636
23316,SADRUDDINPUR PHC,Barabanki,636
23317,SAHAWAR PHC,Barabanki,636
23318,SATRIKH CHC,Barabanki,636
23319,SHAREEFABAD PHC,Barabanki,636
23320,TIKARAMAN PHC,Barabanki,636
23321,AONLA CHC,Bareilly,637
23322,AONLA CHC 18 TO 44,Bareilly,637
23323,AONLA COVAXINE,Bareilly,637
23324,BAHERI CHC,Bareilly,637
23325,BAHERI CHC 18 TO 44,Bareilly,637
23326,BAHERI UPHC BLY,Bareilly,637
23327,BHAMORA CHC BLY,Bareilly,637
23328,BHAMORA COVAXIN,Bareilly,637
23329,BITHARICHAINPUR COVAXIN,Bareilly,637
23330,CIVIL LINE COVAXIN,Bareilly,637
23331,DISTRICT HOSPITAL BAREILLY,Bareilly,637
23332,DISTRICT WOMEN HOSPITAL COVAC,Bareilly,637
23333,FARIDPUR UPHC,Bareilly,637
23334,KESHRPUR HWC,Bareilly,637
23335,KUANDANDA COVAXIN,Bareilly,637
23336,KYARA CHC,Bareilly,637
23337,KYARA CHC 18 TO 44,Bareilly,637
23338,KYARA COVAXIN,Bareilly,637
23339,KYOLADIA CHC 18 TO 44,Bareilly,637
23340,KYOLADIYA CHC,Bareilly,637
23341,MAJHGAWAN CHC,Bareilly,637
23342,MAJHGAWAN CHC 18 TO 44,Bareilly,637
23343,MUDIA NAWI BUX CHC,Bareilly,637
23344,NAWABGANJ CHC 18 TO 44,Bareilly,637
23345,PHC KALYAN PUR,Bareilly,637
23346,PHC KARELI,Bareilly,637
23347,RAMNAGAR CHC COVAXIN,Bareilly,637
23348,RAMNAGAR PHC-,Bareilly,637
23349,SHERGARH CHC BAREILLY,Bareilly,637
23350,SHERGARH COVAXIN,Bareilly,637
23351,BANKATI 12,Basti,638
23352,CHC AMRAULI SHUMALI 12,Basti,638
23353,CHC BHANPUR 12,Basti,638
23354,CHC DUBAULIY 12,Basti,638
23355,CHC GAUR 12,Basti,638
23356,CHC KALWARI 12,Basti,638
23357,CHC KAPTANGANJ 12,Basti,638
23358,CHC MUNDERWA 12,Basti,638
23359,CHC SALTAUA 12,Basti,638
23360,DISTRICT MALE HOSPITAL BASTI,Basti,638
23361,HWC AMAREDIHA BHANPUR,Basti,638
23362,HWC ARAIL BANKATI,Basti,638
23363,HWC BADHYARAJA SAUGHAT,Basti,638
23364,HWC BAIRAGAL DUBAULIYA,Basti,638
23365,HWC BARGADWA BHANPUR,Basti,638
23366,HWC BIHRA KAPTANGANJ,Basti,638
23367,HWC CHAUBAH KUDRAHA,Basti,638
23368,HWC CHILMA DUBAULIYA,Basti,638
23369,HWC DASIYA SALTAUA,Basti,638
23370,HWC DAYALPUR KAPTANGANJ,Basti,638
23371,HWC DUDHRAKSHA SAUGHAT,Basti,638
23372,HWC GOKULPUR DUBAULIYA,Basti,638
23373,HWC HILSI VIKRAMJOT,Basti,638
23374,HWC JAMDASAHI SAUGHAT,Basti,638
23375,HWC KABRA BANKATI,Basti,638
23376,HWC KHAJHAULA SAUGHAT,Basti,638
23377,HWC KHAMARIYA PARASHURAMPUR,Basti,638
23378,HWC KOTHILA KHAS SALTAUA,Basti,638
23379,HWC LAXMANPUR DUBAULIYA,Basti,638
23380,HWC MAJHAUWA BHANPUR,Basti,638
23381,HWC MAKDUMPUR BANKATI,Basti,638
23382,HWC POKHRA 12,Basti,638
23383,HWC PURAINA SALTAUA,Basti,638
23384,HWC SHANKARPUR BHANPUR,Basti,638
23385,HWC SHOBHANPAR BANKATI,Basti,638
23386,HWC SIHARI SAUGHAT,Basti,638
23387,HWC SISWABARUWAR SALTAUA,Basti,638
23388,HWC TILAKPUR 12,Basti,638
23389,MVSS MEDICAL COLLEGE,Basti,638
23390,PHC AAMA TINICH 12,Basti,638
23391,PHC BAHADURPUR 12,Basti,638
23392,PHC BELBHARIYA 12,Basti,638
23393,PHC CHAWANI 12,Basti,638
23394,PHC CHILMA 12,Basti,638
23395,PHC DUBAULIYA 12,Basti,638
23396,PHC EKMA 12,Basti,638
23397,PHC KARMAHIA 12,Basti,638
23398,PHC KHORIYA 12,Basti,638
23399,PHC ODWARA 12,Basti,638
23400,PHCA KHARAHRA 12,Basti,638
23401,PHC PAKDI CHANDA 12,Basti,638
23402,PHC SAGRA 12,Basti,638
23403,PHC SUKRAULI PANDEY 12,Basti,638
23404,PHC VISHESHARGANJ 12,Basti,638
23405,SAUGHAT 12,Basti,638
23406,AURAICHC 60 PLUS AND 2ND DOSE,Bhadohi,687
23407,BHADOHI CHC SENIOR CITIZEN,Bhadohi,687
23408,CHC DEEGH SENIOR CITIZEN,Bhadohi,687
23409,CHC DURGAGANJ,Bhadohi,687
23410,GYANPUR CHC SENIOR CITIZEN,Bhadohi,687
23411,H W CENTER ABHIYA,Bhadohi,687
23412,H W CENTER ABHOLI,Bhadohi,687
23413,H W CENTER AMILOURI,Bhadohi,687
23414,H W CENTER BADALIPUR,Bhadohi,687
23415,H W CENTER BAHARAICHI,Bhadohi,687
23416,H W CENTER CHAURI,Bhadohi,687
23417,MAHARAJA CHETSINGH HOSPITAL DH,Bhadohi,687
23418,MBS HOSPITAL SENIOR CITIZEN,Bhadohi,687
23419,PHC AMILAURI,Bhadohi,687
23420,PHC CHAKTODAR,Bhadohi,687
23421,PHC DERWA,Bhadohi,687
23422,PHC DURGAGANJ,Bhadohi,687
23423,PHC GIRDBARAGAON,Bhadohi,687
23424,PHC JAIRAMPUR,Bhadohi,687
23425,PHC JANGIGANJ,Bhadohi,687
23426,PHC KASIYAPUR,Bhadohi,687
23427,PHC KATRA,Bhadohi,687
23428,PHC LALANAGAR,Bhadohi,687
23429,PHC MAIHARDOPAATI,Bhadohi,687
23430,PHC MAMHAR,Bhadohi,687
23431,SURIYAWAN CHC SENIOR CITIZEN,Bhadohi,687
23432,URBAN HEALTH POST,Bhadohi,687
23433,APHC BADHAPUR,Bijnour,639
23434,APHC BEGHRAJPUR C V,Bijnour,639
23435,APHC BUDHANPUR,Bijnour,639
23436,APHC FATEHPUR KALA,Bijnour,639
23437,APHC HAREWLI KASIMPUR GARHI,Bijnour,639
23438,APHC ISLAMABAD,Bijnour,639
23439,APHC KADIPURA C V,Bijnour,639
23440,APHC KADRABAD,Bijnour,639
23441,APHC MOORNA NOORPUR,Bijnour,639
23442,APHC NANGAL SOTI NBD,Bijnour,639
23443,APHC NANGALJAT HALDAUR,Bijnour,639
23444,APHC PADLI MAANDU C V,Bijnour,639
23445,APHC PHEENA NOORPUR,Bijnour,639
23446,APHC PURAINI KOTWALI,Bijnour,639
23447,APHC RASOOLPUR NANGLA,Bijnour,639
23448,APHC SISONA,Bijnour,639
23449,APHC SUAWALA AFZALGARH,Bijnour,639
23450,APHC TANDA MYDAS,Bijnour,639
23451,CHC AFZALGARH,Bijnour,639
23452,CHC DHAMPUR,Bijnour,639
23453,CHC HALDAUR BIJNOR,Bijnour,639
23454,CHC KIRATPUR C V,Bijnour,639
23455,CHC MANDAWER C V CHANDAK,Bijnour,639
23456,CHC MANDAWER CHANDAK,Bijnour,639
23457,CHC NAGINA,Bijnour,639
23458,CHC NAJIBABAD SAMIPUR,Bijnour,639
23459,CHC SEOHARA,Bijnour,639
23460,CHC SIAU,Bijnour,639
23461,DISTRICT HOSPITAL FEMALE,Bijnour,639
23462,DISTT. HOSPITAL MALE BIJNOR,Bijnour,639
23463,HCW BUDGARA KIRATPUR,Bijnour,639
23464,HCW HEEMPUR DEEPA JALILPUR,Bijnour,639
23465,HCW KHANPUR JALILPUR,Bijnour,639
23466,HCW MANPUR JALILPUR,Bijnour,639
23467,HCW NANADPUR KOTWALI,Bijnour,639
23468,HCW NEKPUR KIRATPUR,Bijnour,639
23469,HCW SHIKARPUR SEOHARA,Bijnour,639
23470,HONSALA TC DISTRICT HOSPITAL,Bijnour,639
23471,HWC BHOJPUR KIRATPUR,Bijnour,639
23472,HWC BISHANPUR SEOHARA,Bijnour,639
23473,HWC CHITAWAR C V KIRATPUR,Bijnour,639
23474,HWC HASUPURA NOORPUR,Bijnour,639
23475,HWC MIRZAPUR DHAMPUR,Bijnour,639
23476,HWC NANGLI PATHWARI NOORPUR,Bijnour,639
23477,HWC TIBRI DHAMPUR,Bijnour,639
23478,PHC CHANDAK CV CHANDAK,Bijnour,639
23479,PHC DHAAKA KARAMCHAND,Bijnour,639
23480,PHC DHAMPUR,Bijnour,639
23481,PHC GANJ,Bijnour,639
23482,PHC GOHAWAR NOORPUR,Bijnour,639
23483,PHC JALILPUR,Bijnour,639
23484,PHC JHALU,Bijnour,639
23485,PHC KASIMPUR GARHI,Bijnour,639
23486,PHC KOTWALI,Bijnour,639
23487,PHC MANDAWALI,Bijnour,639
23488,PHC NAJIBABAD,Bijnour,639
23489,PHC NEHTAUR C V,Bijnour,639
23490,PHC NOORPUR,Bijnour,639
23491,PHC SARKARA DHAMPUR,Bijnour,639
23492,UPHC NAJIBABAD,Bijnour,639
23493,UPHC SHERKOT DHAMPUR,Bijnour,639
23494,AGUTA PHC CVC,Bulandshahr,640
23495,AHAHAR PHC CVC,Bulandshahr,640
23496,AHMADNAGAR PHC CVC,Bulandshahr,640
23497,AULINA PHC CVC,Bulandshahr,640
23498,BANAIL PHC CVC,Bulandshahr,640
23499,BANBOI PHC CVC,Bulandshahr,640
23500,BARAL PHC CVC,Bulandshahr,640
23501,BB NAGAR CHC CVC COVAXIN,Bulandshahr,640
23502,BB NAGAR1 CHC CVC,Bulandshahr,640
23503,BBD BSR CVC,Bulandshahr,640
23504,BHATONA PHC CVC,Bulandshahr,640
23505,BICHOLLA PHC CVC,Bulandshahr,640
23506,BUGRASI PHC CVC,Bulandshahr,640
23507,CHAUDERA PHC CVC,Bulandshahr,640
23508,CHC JHANGIRABAD CVC,Bulandshahr,640
23509,CHHATARI PHC CVC,Bulandshahr,640
23510,CHOLA PHC CVC,Bulandshahr,640
23511,DABKA PHC CVC,Bulandshahr,640
23512,DANPUR CHC CVC,Bulandshahr,640
23513,DAULATPUR DANPUR PHC CVC,Bulandshahr,640
23514,DAULATPUR PHC CVC,Bulandshahr,640
23515,DEBAI CHC CVC,Bulandshahr,640
23516,DHAMEDA KEERAT PHC CVC,Bulandshahr,640
23517,DHARAMPUR PHC CVC,Bulandshahr,640
23518,DHARPA PHC CVC,Bulandshahr,640
23519,GIROLI PHC CVC,Bulandshahr,640
23520,GULAWATHI CHC CVC,Bulandshahr,640
23521,HWC BASANDUA,Bulandshahr,640
23522,HWC CVC AMARPUR,Bulandshahr,640
23523,HWC CVC BALKA,Bulandshahr,640
23524,HWC CVC DHARAKPUR,Bulandshahr,640
23525,HWC CVC GINERA SHEAK,Bulandshahr,640
23526,HWC CVC HINGWADA,Bulandshahr,640
23527,HWC CVC KELAWAN,Bulandshahr,640
23528,HWC CVC MADONA,Bulandshahr,640
23529,HWC CVC RMPUR,Bulandshahr,640
23530,HWC CVC SHEKHPUR GADWA,Bulandshahr,640
23531,HWC CVC SUNHERA,Bulandshahr,640
23532,HWC CVC THONA,Bulandshahr,640
23533,ILLNA PHC CVC,Bulandshahr,640
23534,JADAUL PHC CVC,Bulandshahr,640
23535,JAIKHAITA PHC CVC,Bulandshahr,640
23536,JARGWAN PHC CVC,Bulandshahr,640
23537,KAKOD PHC CVC,Bulandshahr,640
23538,KANANI BEDRAMPU HW CVC COVAXIN,Bulandshahr,640
23539,KARNWAS PHC CVC,Bulandshahr,640
23540,KARORA PHC CVC,Bulandshahr,640
23541,KASERKALAN PHC CVC,Bulandshahr,640
23542,KHANPUR PHC CVC,Bulandshahr,640
23543,KHURJA JUNCTION PHC CVC,Bulandshahr,640
23544,KHURJA PPC CVC,Bulandshahr,640
23545,KMC BSR CVC,Bulandshahr,640
23546,KMC BULANDSHAHR COVAXIN,Bulandshahr,640
23547,KUCHASER PHC CVC,Bulandshahr,640
23548,LAKHAWATHI CHC CVC,Bulandshahr,640
23549,LOHARLI PHC CVC,Bulandshahr,640
23550,MACHAD PHC CVC,Bulandshahr,640
23551,MALAGARH PHC CVC,Bulandshahr,640
23552,MIRZAPUR PHC CVC,Bulandshahr,640
23553,MUNI CHC CVC,Bulandshahr,640
23554,NARORA PHC CVC,Bulandshahr,640
23555,PAHASU CHC CVC,Bulandshahr,640
23556,PALI PARTAPUR PHC CVC,Bulandshahr,640
23557,PAVASRA PHC CVC,Bulandshahr,640
23558,RAJGHAT PHC CVC,Bulandshahr,640
23559,RASOOLPUR RITHAULI PHC CVC,Bulandshahr,640
23560,RATANPUR PHC CVC,Bulandshahr,640
23561,SAIDPUR PHC CVC,Bulandshahr,640
23562,SANETA PHC CVC,Bulandshahr,640
23563,SARAI CHABBELA PHC CVC,Bulandshahr,640
23564,SARBANNA PHC CVC,Bulandshahr,640
23565,SEGA JAGATPUR PHC CVC,Bulandshahr,640
23566,SHIKARPUR CHC CVC,Bulandshahr,640
23567,SHIKOI PHC CVC,Bulandshahr,640
23568,SHIVALI PHC CVC,Bulandshahr,640
23569,SIKANDRABAD CVC,Bulandshahr,640
23570,SIKANDRABAD CVC COVAXIN,Bulandshahr,640
23571,SIKARI PHC CVC,Bulandshahr,640
23572,SSMJ KHURJA CVC,Bulandshahr,640
23573,SULTANPUR BILONI PHC CVC,Bulandshahr,640
23574,SURJAWALI PHC CVC,Bulandshahr,640
23575,SYANA CHC CVC,Bulandshahr,640
23576,SYANA CVC COVAXIN,Bulandshahr,640
23577,TAL BIBYANA PHC CVC,Bulandshahr,640
23578,TAULI PHC CVC,Bulandshahr,640
23579,UNCHAGOAN CHC CVC,Bulandshahr,640
23580,URBAN DHAMAIDA ADDA CVC,Bulandshahr,640
23581,URBAN GIRDHARI NAGAR CVC,Bulandshahr,640
23582,URBAN JHANGIRABAD CVC,Bulandshahr,640
23583,URBAN SASTRINAGAR CVC,Bulandshahr,640
23584,UTRAWALI PHC CVC,Bulandshahr,640
23585,WAIR PHC CVC,Bulandshahr,640
23586,WAIRA FIROZPUR PHC CVC,Bulandshahr,640
23587,BA APHC OYARCHACK 45 YEAR,Chandauli,641
23588,BA APHC PAI 45 YEAR,Chandauli,641
23589,BA APHC SAIYADRAJA 45 YEARS,Chandauli,641
23590,BA PHC BARAHANI 45 YEAR,Chandauli,641
23591,CH APHC NAVAHI 45 YEAR,Chandauli,641
23592,CH CO HERITEJ MCH DCH CAMPUS,Chandauli,641
23593,CH HWC MADHUPUR 45 YEARS,Chandauli,641
23594,CH HWC NAKATI 45 YEARS,Chandauli,641
23595,CH HWC SIKARI 45 YEARS,Chandauli,641
23596,CHA APHC BHUPAULI 45 YEARS,Chandauli,641
23597,CHA APHC DARIYAPUR 45 YEARS,Chandauli,641
23598,CHA APHC SONBARSHA 45 YEARS,Chandauli,641
23599,CHA HWC AMAILA 45 YEARS,Chandauli,641
23600,CHA HWC GHANSHYAMPUR 45 YEARS,Chandauli,641
23601,CHA HWC MAHUARKALA 45 YEARS,Chandauli,641
23602,CHA HWC NAIDHI 45 YEARS,Chandauli,641
23603,CHA HWC SARAIRASULPUR 45 YEARS,Chandauli,641
23604,CHA PHC CHAHANIYA 45 YEARS,Chandauli,641
23605,CHA SUB CENTER AJGARA 45 YEARS,Chandauli,641
23606,CHC BHOGWARA 60 YEARS,Chandauli,641
23607,CK NEW PHC RAMPURKALA 45 YEAR,Chandauli,641
23608,CK NEW PHC SHIKARGANJ 45 YEAR,Chandauli,641
23609,CK PHC CHAKIYA 45 YEARS,Chandauli,641
23610,DDU UPHC PARAHUPUR 45 YEARS,Chandauli,641
23611,DH APHC HINGUTTARGARH 45 YEAR,Chandauli,641
23612,DH APHC JIYANPUR 45 YEAR,Chandauli,641
23613,DH CHC DHANAPUR 45 YEARS,Chandauli,641
23614,DH COVAXIN HWC AWATI 45 YEAR,Chandauli,641
23615,NA APHC AMDAHAN 45 YEARS,Chandauli,641
23616,NA SC BARWADIH 45 YEAR NAUGARH,Chandauli,641
23617,NA SUB CENTER MAJHGAI 45 YEARS,Chandauli,641
23618,NI APHC NIYAMTABAD GAON 45,Chandauli,641
23619,NI APHC SAHJAUR 45 YEARS,Chandauli,641
23620,NI HWC CHAURAHAT JALILPUR 45 Y,Chandauli,641
23621,NI HWC SIGHITALI 45 YEARS,Chandauli,641
23622,SA APHC MATIGAON 45 YEAR,Chandauli,641
23623,SA APHC PANCHDEWARA 45 YEAR,Chandauli,641
23624,SA PHC NAI BAJAR 45 YEARS,Chandauli,641
23625,SH APHC ILIA 45 YEARS,Chandauli,641
23626,SH APHC KATAVAMAFI 45 YEARS,Chandauli,641
23627,SH COVAXIN SHAHABGANJ 45 YEAR,Chandauli,641
23628,CHC PAHARI COVAXIN,Chitrakoot,642
23629,CHC PAHARI COVISHIELD,Chitrakoot,642
23630,CHC RAJAPUR17 APRIL,Chitrakoot,642
23631,CHC RAMNAGAR2 17 APRIL,Chitrakoot,642
23632,HWC BAHILPURWA 15 MAY,Chitrakoot,642
23633,HWC BARUA 21 APR,Chitrakoot,642
23634,HWC DADRI 11 MAY,Chitrakoot,642
23635,HWC GAHUR 15 MAY COVISHIELD,Chitrakoot,642
23636,HWC HANNA,Chitrakoot,642
23637,HWC KARAUDI 17 APR,Chitrakoot,642
23638,HWC KUTHILHAI 15 MAY,Chitrakoot,642
23639,HWC RAJAPUR 21 APR,Chitrakoot,642
23640,HWC RUPAULI 17 APR,Chitrakoot,642
23641,PHC AICHWAR 20 APRIL,Chitrakoot,642
23642,PHC BACHHARAN 16 APRIL,Chitrakoot,642
23643,PHC BAGDARI 15 MAY,Chitrakoot,642
23644,PHC BARAHMAFI 15 MAY,Chitrakoot,642
23645,PHC BHAURI 15 MAY,Chitrakoot,642
23646,PHC BIHRAWA 16 APRIL,Chitrakoot,642
23647,PHC CHHIBON 15 MAY,Chitrakoot,642
23648,PHC DARSEDA 16 APRIL,Chitrakoot,642
23649,PHC DEWAL COVISHIELD,Chitrakoot,642
23650,PHC GANEEWA 16 APRIL,Chitrakoot,642
23651,PHC LOHDA 16 APRIL,Chitrakoot,642
23652,PHC MARKUNDI 15 MAY,Chitrakoot,642
23653,PHC SARAIYAN 15 MAY,Chitrakoot,642
23654,PHC SARDHUA 16 APRIL,Chitrakoot,642
23655,PHC TIKARA 20 APRIL,Chitrakoot,642
23656,PHC UNCHADEEH 14 MAY,Chitrakoot,642
23657,RAMPUR KALYANGARH 15 MAY,Chitrakoot,642
23658,UPHC KARWI COVISHID,Chitrakoot,642
23659,CHC BARHAJ,Deoria,643
23660,CHC BATRAWALI,Deoria,643
23661,CHC BHATNI,Deoria,643
23662,CHC BHUDWAR,Deoria,643
23663,CHC GAURI BAZAR,Deoria,643
23664,CHC JASUAI (COVAXIN),Deoria,643
23665,CHC LAR,Deoria,643
23666,CHC LILAPUR,Deoria,643
23667,CHC PARASIYA CHANDAUR,Deoria,643
23668,CHC PATHERDEWA,Deoria,643
23669,CHC PIPRA DAULA KADAM,Deoria,643
23670,CHC RUDARPUR,Deoria,643
23671,CHC RUDARPUR COVAXIN,Deoria,643
23672,CHC SALEMPUR,Deoria,643
23673,CHC SIDHUWA,Deoria,643
23674,CHC SONARI,Deoria,643
23675,CHC TARKULWA,Deoria,643
23676,DISTRICT HOSPITAL DEORIA,Deoria,643
23677,DISTRICT WOMEN HOSPITAL DEORIA,Deoria,643
23678,MCH WING LAR (COVAXIN),Deoria,643
23679,NPHC MADANPUR,Deoria,643
23680,PHC AMARI JHANGA,Deoria,643
23681,PHC ASANAHAR,Deoria,643
23682,PHC BABHANI,Deoria,643
23683,PHC BADYA BUJURGE,Deoria,643
23684,PHC BAITALPUR,Deoria,643
23685,PHC BAKHARA,Deoria,643
23686,PHC BANIYANI,Deoria,643
23687,PHC BANJARIYA,Deoria,643
23688,PHC BANKATA,Deoria,643
23689,PHC BARIYARPUR,Deoria,643
23690,PHC BATULAHI,Deoria,643
23691,PHC BELAHI,Deoria,643
23692,PHC BHAGALPUR,Deoria,643
23693,PHC BHAGAUCHGHAT,Deoria,643
23694,PHC BHALICHAUR,Deoria,643
23695,PHC BHALUANI,Deoria,643
23696,PHC BHARECHURE,Deoria,643
23697,PHC BHATPAR RANI,Deoria,643
23698,PHC BHINGARI BAZAR,Deoria,643
23699,PHC CHAKIYA,Deoria,643
23700,PHC CHERO,Deoria,643
23701,PHC DESAHI DEORIA,Deoria,643
23702,PHC DHAULAPANDIT,Deoria,643
23703,PHC DUMARI,Deoria,643
23704,PHC EKAUNA,Deoria,643
23705,PHC HATA,Deoria,643
23706,PHC HETIMPUR,Deoria,643
23707,PHC KAKRAULI,Deoria,643
23708,PHC KANCHANPUR,Deoria,643
23709,PHC KHAIRATIYA,Deoria,643
23710,PHC KHAMPAR,Deoria,643
23711,PHC KHORMA KANHALI,Deoria,643
23712,PHC KHUKHNDU,Deoria,643
23713,PHC KISHUNPALI,Deoria,643
23714,PHC KUKURGHATI,Deoria,643
23715,PHC KUSUMHA,Deoria,643
23716,PHC MAHEN,Deoria,643
23717,PHC MAHUE SANGRAM,Deoria,643
23718,PHC MAHUWA BAZARTAR,Deoria,643
23719,PHC MAHYWADIH,Deoria,643
23720,PHC MAIYAL,Deoria,643
23721,PHC MAJHGAWON,Deoria,643
23722,PHC MAJHWALI RAJ,Deoria,643
23723,PHC MATIYARA JAGDISH,Deoria,643
23724,PHC NARAYANPUR,Deoria,643
23725,PHC NAUTAN HATHIYAGARH,Deoria,643
23726,PHC NOONKHAR,Deoria,643
23727,PHC PACHLANI,Deoria,643
23728,PHC PADARI BAZAR,Deoria,643
23729,PHC PAINA,Deoria,643
23730,PHC PATHERDEVA,Deoria,643
23731,PHC PAYSAI,Deoria,643
23732,PHC PINDI,Deoria,643
23733,PHC RAGHUNATH PUR,Deoria,643
23734,PHC RAMLAXAN,Deoria,643
23735,PHC RAMNAGAR PAKHAHA,Deoria,643
23736,PHC RAMPUR AWASHTHI,Deoria,643
23737,PHC RAMPUR BAZAR,Deoria,643
23738,PHC RAMPUR KARKHANA,Deoria,643
23739,PHC REWALI,Deoria,643
23740,PHC SAJAW,Deoria,643
23741,PHC SAMOGAR,Deoria,643
23742,PHC SARAW,Deoria,643
23743,PHC SARORA,Deoria,643
23744,PHC SATHIYAO,Deoria,643
23745,PHC SHABAJPUR,Deoria,643
23746,PHC SOHANPUR,Deoria,643
23747,PHC TARKULWA,Deoria,643
23748,PHC THENGWAL DUBEY,Deoria,643
23749,PHC VIKRAMPUR VISHUNPUR,Deoria,643
23750,PHC VISHUNPURA,Deoria,643
23751,PRIMARY HEALTH CENTER KHODA,Deoria,643
23752,SUB CENTER BARTHA LALA,Deoria,643
23753,SUB CENTER CHUNKI,Deoria,643
23754,SUB CENTER SATRAO,Deoria,643
23755,SUB CENTER TALIYA KALA,Deoria,643
23756,UPHC CHAKIYAWA DHALA,Deoria,643
23757,UPHC RAMNATH DEORIA,Deoria,643
23758,UPHC SOMNATH NAGAR,Deoria,643
23759,ALIGANJ CHC 1,Etah,644
23760,ASRAULI PHC SHITALPUR,Etah,644
23761,AWAGARH PHC 1,Etah,644
23762,BADARIYA HWC SHITALPUR,Etah,644
23763,DAHELIYA HSC JAITHRA,Etah,644
23764,GANGOOPUR HWC JAITHRA,Etah,644
23765,HARNAVALI HSC SHITALPUR,Etah,644
23766,HIRAUNDI HWC SAKIT,Etah,644
23767,JAITHRA CHC 1,Etah,644
23768,JAITHRA PHC,Etah,644
23769,JASRATHPUR PHC JAITHRA,Etah,644
23770,JAWDA PHC NIDHAULI KALAN,Etah,644
23771,JIRSAMI HWC SHITALPUR,Etah,644
23772,MORCHA ROAD HSC ALIGANJ,Etah,644
23773,MUIUDDINPUR HSC NIDHAULI KALAN,Etah,644
23774,NAYA GAON PHC ALIGANJ,Etah,644
23775,NEHCHALPUR HWC SHITALPUR,Etah,644
23776,PAMAS HWC SHITALPUR,Etah,644
23777,PILUA PHC NIDHAULI KALAN,Etah,644
23778,PURSARI PHC JAITHRA,Etah,644
23779,RAJA KA RAMPUR PHC ALIGANJ,Etah,644
23780,SAKIT OLD PHC,Etah,644
23781,SIRSARI PHC SHITALPUR,Etah,644
23782,UPHC - MANDI SAMITI ETAH,Etah,644
23783,VAISHYA KHERIYA HWC SAKIT,Etah,644
23784,VASUNDHRA HWC NIDHAULI KALAN,Etah,644
23785,AKBAR PUR HWC,Etawah,645
23786,ASHADPURA HV CENTRE,Etawah,645
23787,AYUSH WING MALE HOSPITAL,Etawah,645
23788,BARALOK PUR PHC,Etawah,645
23789,BASREHAR CHC 1,Etawah,645
23790,BEENA PHC,Etawah,645
23791,BHALA SAIYA HWC,Etawah,645
23792,BHARTHANA CHC1,Etawah,645
23793,CHANDRA PURA NIHAL SINGH,Etawah,645
23794,CHAUGAN HWC,Etawah,645
23795,CHHITONI HWC,Etawah,645
23796,DADORA HWC,Etawah,645
23797,GAATI SC,Etawah,645
23798,HWC LUHIYA KHURD,Etawah,645
23799,HWC UDAYPURA,Etawah,645
23800,HWC YASHINAGAR,Etawah,645
23801,JAITPURA HWC,Etawah,645
23802,JASWANT NAGAR CHC01,Etawah,645
23803,KARANPURA UPHC,Etawah,645
23804,KUDRAIL SC,Etawah,645
23805,MAHEWA CHC 1,Etawah,645
23806,MANIKPUR VISHU HWC,Etawah,645
23807,MEDICAL CARE UNIT 1,Etawah,645
23808,MEDICAL CARE UNIT 2,Etawah,645
23809,NAGLA SUBHAN HWC,Etawah,645
23810,PALI KHURD,Etawah,645
23811,PHC EKDIL,Etawah,645
23812,PHC KHARGPUR SARAIYYA,Etawah,645
23813,PHC POOTHAN SAKRAULI,Etawah,645
23814,PHC SAMTHAR,Etawah,645
23815,PHC TAKHA,Etawah,645
23816,PHC USRAHAR,Etawah,645
23817,PHC-BIJAULI,Etawah,645
23818,PHC-LAKHANA,Etawah,645
23819,RAJPUR CHC 1,Etawah,645
23820,RAURA HWC,Etawah,645
23821,SAHSO SC,Etawah,645
23822,SAIFAI CHC 1,Etawah,645
23823,SARAI ASAR COVAXIN,Etawah,645
23824,SARSAINAWAR CHC 1,Etawah,645
23825,SHIVNARAIN MADHAIYA UPHC,Etawah,645
23826,TIMARUA PHC,Etawah,645
23827,UDI CHC 1,Etawah,645
23828,UPHC KOKPURA 1,Etawah,645
23829,UPUMS SAIFAI 9,Etawah,645
23830,URBAN GIRDHARI COVAXIN,Etawah,645
23831,URBAN HELTH CENTRE RAIL MANDI,Etawah,645
23832,URDUMOHALLA UPHC,Etawah,645
23833,VAIDPURA PHC,Etawah,645
23834,CHC BARAUN,Farrukhabad,647
23835,CHC FATEHGARH 01,Farrukhabad,647
